Fecha Modificacion;Fecha Descarga;Cod. Puesto;Dotacion;Puesto;Cod. Departamento-Organismo Autonomo;Departamento-Organismo Autonomo;Cod. Centro Organico;Centro Organico;Cod. Centro Destino;Centro Destino;Categoria Retributiva;Perfil Linguistico;Fecha de Preceptividad;Importe retributivo
09/05/2016;09/03/2017;3304;2;JEFE/A EQUIPO MANTENIMIENTO GENERAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;1;;31.443,44
09/05/2016;09/03/2017;3306;2;TECNICO/A MANTENIMIENTO RADIO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3306;3;TECNICO/A MANTENIMIENTO RADIO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3306;4;TECNICO/A MANTENIMIENTO RADIO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;1;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3631;LAGUARDIA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;10;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3627;TOLOSA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;11;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;13;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3628;ZARAUTZ COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;14;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3646;HERNANI COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;15;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3708;AZKOITIA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;16;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3630;EIBAR COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;17;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3672;ERRENTERIA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;18;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3673;LAUDIO COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;19;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3659;UNIDAD DE PROTECCION;7;1;;29.808,94
09/05/2016;09/03/2017;3308;2;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3670;GETXO COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;20;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3647;SESTAO COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;23;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;453;OF.TERR. TRAFICO BIZKAIA/PROCESOS ELECTORALES;7;1;;29.808,94
09/05/2016;09/03/2017;3308;24;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3709;BASAURI COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;25;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3657;IRUN COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;26;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;696;U.T.A.P. TERRITORIAL GIPUZKOA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;27;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3308;28;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3308;29;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;813;CENTRAL DE INTERIOR DE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3308;3;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3707;GERNIKA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;30;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;31;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;32;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3713;BRIGADA MOVIL;7;1;;29.808,94
09/05/2016;09/03/2017;3308;33;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3713;BRIGADA MOVIL;7;1;;29.808,94
09/05/2016;09/03/2017;3308;34;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3308;35;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3661;GIPUZKOA TRAFICO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;36;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3661;GIPUZKOA TRAFICO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;37;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3661;GIPUZKOA TRAFICO;7;1;;29.808,94
09/05/2016;09/03/2017;3308;39;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3308;4;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3655;ONDARROA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;5;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3720;BALMASEDA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;6;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3629;ERANDIO COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;7;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3683;GALDAKAO COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;8;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3626;BERGARA COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3308;9;MECANICO/A AUTOMOCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3654;BEASAIN COMISARIA;7;1;;29.808,94
09/05/2016;09/03/2017;3313;1;OFICIAL/A MECANICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3313;2;OFICIAL/A MECANICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3313;3;OFICIAL/A MECANICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3313;4;OFICIAL/A MECANICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3314;2;OPERARIO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;4;1;;25.619,72
09/05/2016;09/03/2017;3315;1;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3685;BILBAO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;10;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3654;BEASAIN COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;12;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;3;1;;24.323,60
09/05/2016;09/03/2017;3315;13;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3671;ZUMARRAGA COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;14;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3713;BRIGADA MOVIL;3;1;;24.323,60
09/05/2016;09/03/2017;3315;15;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3646;HERNANI COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;16;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3661;GIPUZKOA TRAFICO;3;1;;24.323,60
09/05/2016;09/03/2017;3315;17;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;3;1;;24.323,60
09/05/2016;09/03/2017;3315;18;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3672;ERRENTERIA COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;19;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3670;GETXO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;2;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3653;DURANGO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;20;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;813;CENTRAL DE INTERIOR DE VITORIA-GASTEIZ;3;1;;24.323,60
09/05/2016;09/03/2017;3315;21;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3659;UNIDAD DE PROTECCION;3;1;;24.323,60
09/05/2016;09/03/2017;3315;22;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3713;BRIGADA MOVIL;3;1;;24.323,60
09/05/2016;09/03/2017;3315;25;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3685;BILBAO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;26;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3647;SESTAO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;27;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3684;MUSKIZ COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;28;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3627;TOLOSA COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;29;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;3;1;;24.323,60
09/05/2016;09/03/2017;3315;3;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3707;GERNIKA COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;30;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3709;BASAURI COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;33;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3659;UNIDAD DE PROTECCION;3;1;;24.323,60
09/05/2016;09/03/2017;3315;34;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3673;LAUDIO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;4;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3656;DONOSTIA - S.S. COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;6;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3629;ERANDIO COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3315;8;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;3;1;;24.323,60
09/05/2016;09/03/2017;3315;9;OPERARIO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3657;IRUN COMISARIA;3;1;;24.323,60
09/05/2016;09/03/2017;3317;1;RESPONSABLE TALLER MECANICO PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3713;BRIGADA MOVIL;10;2;;35.330,96
09/05/2016;09/03/2017;3317;2;RESPONSABLE TALLER MECANICO PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;;35.330,96
09/05/2016;09/03/2017;3317;3;RESPONSABLE TALLER MECANICO PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3661;GIPUZKOA TRAFICO;10;2;;35.330,96
09/05/2016;09/03/2017;3317;4;RESPONSABLE TALLER MECANICO PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;10;2;31/10/1993;35.330,96
09/05/2016;09/03/2017;3385;1;JEFE/A PROYECTOS TECNICOS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;31/03/2014;43.049,02
09/05/2016;09/03/2017;3389;1;JEFE/A SECCION SERVIDORES CENTRALES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/10/2001;46.567,92
09/05/2016;09/03/2017;3390;1;JEFE/A SECCION INFORMATICA PERSONAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/10/2001;46.567,92
09/05/2016;09/03/2017;3392;1;JEFE/A SECCION TELEFONIA Y EQUIPOS ESPEC;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3393;1;RESPONSABLE GESTION ALMACENES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;3;31/10/1997;39.870,32
09/05/2016;09/03/2017;3394;1;JEFE/A SECCION RED TRANSPORTE;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;31/10/2001;43.049,02
09/05/2016;09/03/2017;3397;1;JEFE/A AREA COMUNICACIONES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;3;;59.042,62
09/05/2016;09/03/2017;3398;1;JEFE/A SECCION TETRA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;;43.049,02
09/05/2016;09/03/2017;3402;1;TECNICO/A OFICINA TECNICA SEGURIDAD;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/03/2014;33.094,60
09/05/2016;09/03/2017;3504;1;JEFE/A PROYECTO CONSULTORIA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;4;;43.049,02
09/05/2016;09/03/2017;3504;2;JEFE/A PROYECTO CONSULTORIA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;4;;43.049,02
09/05/2016;09/03/2017;3505;1;TECNICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3505;2;TECNICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3505;3;TECNICO/A MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3506;1;ENCARGADO/A GENERAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3506;2;ENCARGADO/A GENERAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3507;1;ENCARGADO/A ELECTRICO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3507;2;ENCARGADO/A ELECTRICO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3508;2;TECNICO/A CONSTRUCCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;11;3;31/10/1993;37.275,00
09/05/2016;09/03/2017;3509;1;SUPERVISOR/A GENERAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;1;31/10/1991;39.870,32
09/05/2016;09/03/2017;3510;1;SUPERVISOR/A ELECTRICO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;1;31/10/1994;39.870,32
09/05/2016;09/03/2017;3511;1;SUPERVISOR/A INSTALACIONES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;3;31/03/2014;35.330,96
09/05/2016;09/03/2017;3512;1;TECNICO/A OFICINA TECNICA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;3;31/03/2014;33.094,60
09/05/2016;09/03/2017;3512;2;TECNICO/A OFICINA TECNICA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;3;31/03/2014;33.094,60
09/05/2016;09/03/2017;3518;1;JEFE/A SECCION CALIDAD MATERIALES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;4;;46.567,92
09/05/2016;09/03/2017;3520;1;RESPONSABLE CAU;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3521;1;JEFE/A SECCION SERVICIOS SEGURIDAD Y U.;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;4;;46.567,92
09/05/2016;09/03/2017;3522;1;JEFE/A SECCION PROY. CONSULTORIA Y SERV.;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;4;;46.567,92
09/05/2016;09/03/2017;3523;1;SUPERVISOR/A HELICOPTEROS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3713;BRIGADA MOVIL;10;3;;35.330,96
09/05/2016;09/03/2017;3524;1;TECNICO/A SISTEMAS CENTRALES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;31/12/2017;35.330,96
09/05/2016;09/03/2017;3524;2;TECNICO/A SISTEMAS CENTRALES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;31/03/2014;35.330,96
09/05/2016;09/03/2017;3548;1;JEFE/A SECCION TALLERES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;31/03/2014;43.049,02
09/05/2016;09/03/2017;3551;1;JEFE/A DIVISION RECURSOS TECNICOS Y SERV;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;4;;59.042,62
09/05/2016;09/03/2017;3569;1;JEFE/A EQUIPO MANTENIMIENTO ELECTRICO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;1;;31.443,44
09/05/2016;09/03/2017;3569;2;JEFE/A EQUIPO MANTENIMIENTO ELECTRICO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;1;;31.443,44
09/05/2016;09/03/2017;3570;1;TECNICO/A SISTEMAS DE REDES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/10/1992;39.870,32
09/05/2016;09/03/2017;3572;1;TECNICO/A PROYECTOS MANTENIMIENTO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;11;2;31/03/2014;37.275,00
09/05/2016;09/03/2017;3573;1;JEFE/A SECCION SISTEMAS AYUDA DESARROLLO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;4;;46.567,92
09/05/2016;09/03/2017;3574;1;SUPERVISOR/A MANTENIMIENTO RADIO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;;33.094,60
09/05/2016;09/03/2017;3579;1;RESP. APROVISIONAMIENTOS Y MANT. CENTROS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/12/2017;46.567,92
09/05/2016;09/03/2017;3585;1;JEFE/A DIV. TECN. DE LA INFORM. Y COMUN.;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;4;;59.042,62
09/05/2016;09/03/2017;3587;1;TECNICO/A INSPECCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;4;31/03/2014;43.049,02
09/05/2016;09/03/2017;3249;3;AUXILIAR ADMINISTRATIVO/A B;11;SEGURIDAD;1,112E+11;DIR.REG.JURID., SERVIC.Y PROC.ELECT.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;5;2;;26.857,32
09/05/2016;09/03/2017;3459;22;CONDUCTOR DE DEPARTAMENTO;11;SEGURIDAD;1,112E+11;DIR.REG.JURID., SERVIC.Y PROC.ELECT.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;1;;29.041,18
